query_id,manual_candidate_id,shortlist_priority_rank,battery_formula,formula_discharge,framework_formula,coarse_family,chemical_system_uid,query_type,query_priority,query_priority_tier,search_platform,search_query,search_url,query_note,manual_check_required,recommended_action,normalized_search_query,manual_checked,annotation_status,analogue_level,relevance_score_0_to_3,citation_title,citation_year,doi,url,source_journal_or_database,same_sodium_working_ion,same_formula,same_framework,same_transition_metal,same_anion_framework,electrochemical_evidence_reported,computed_or_experimental,manual_evidence_note,reviewer_initials,manual_check_date,needs_second_check,evidence_confidence_0_to_3,do_not_use_as_discovery_claim,manual_filling_hint,negative_result_rule
Q0204,Na_candidate_25,25,Na1-3MnAsCO7,Na3MnAsCO7,MnAsCO7,transition_metal_oxide_like,As-C-Mn-O,_exact_formula_electrode,6,A_try_first,Google Scholar,Na3Mn(AsO4)(CO3) electrode cathode,https://scholar.google.com/scholar?q=Na3Mn%28AsO4%29%28CO3%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na3mn(aso4)(co3) electrode cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium manganese arsenate-carbonate cathode literature for Candidate 25. This negative result is not used as a discovery claim or validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0205,Na_candidate_25,25,Na1-3MnAsCO7,Na3MnAsCO7,MnAsCO7,transition_metal_oxide_like,As-C-Mn-O,quoted_literature_formula,7,B_try_second,Google Scholar,"""Na3MnAsO4CO3"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3MnAsO4CO3%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na3mnaso4co3"" sodium ion battery cathode",TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium manganese arsenate-carbonate cathode literature for Candidate 25. This negative result is not used as a discovery claim or validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0206,Na_candidate_25,25,Na1-3MnAsCO7,Na3MnAsCO7,MnAsCO7,transition_metal_oxide_like,As-C-Mn-O,quoted_literature_formula,8,B_try_second,Google Scholar,"""Na3Mn(CO3)(AsO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na3Mn%28CO3%29%28AsO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na3mn(co3)(aso4)"" sodium ion battery cathode",TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium manganese arsenate-carbonate cathode literature for Candidate 25. This negative result is not used as a discovery claim or validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0207,Na_candidate_25,25,Na1-3MnAsCO7,Na3MnAsCO7,MnAsCO7,transition_metal_oxide_like,As-C-Mn-O,variable_sodium_literature_formula,9,B_try_second,Google Scholar,NaxMnAsO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMnAsO4CO3+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxmnaso4co3 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium manganese arsenate-carbonate cathode literature for Candidate 25. This negative result is not used as a discovery claim or validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0208,Na_candidate_25,25,Na1-3MnAsCO7,Na3MnAsCO7,MnAsCO7,transition_metal_oxide_like,As-C-Mn-O,variable_sodium_literature_formula,10,B_try_second,Google Scholar,NaxMn(CO3)(AsO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMn%28CO3%29%28AsO4%29+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxmn(co3)(aso4) sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium manganese arsenate-carbonate cathode literature for Candidate 25. This negative result is not used as a discovery claim or validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0209,Na_candidate_26,26,Na1-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na5Mn2(PO4)2(CO3)2 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na5Mn2%28PO4%292%28CO3%292+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na5mn2(po4)2(co3)2 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium-ion cathode literature for this candidate/query. Therefore this row is treated as no relevant literature found and is not used as validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0210,Na_candidate_26,26,Na1-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_electrode,2,A_try_first,Google Scholar,Na5Mn2(PO4)2(CO3)2 electrode cathode,https://scholar.google.com/scholar?q=Na5Mn2%28PO4%292%28CO3%292+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na5mn2(po4)2(co3)2 electrode cathode,TRUE,same_framework_analogue,same_framework,2,"Synthesis of Novel Carbonophosphate Na3MPO4CO3 (M= Fe, Mn, Ni, and Co) and the Cathode Properties in Na-ion Battery",2020,,https://catalog.lib.kyushu-u.ac.jp/,Kyushu University Repository,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,experimental,"Search did not return exact Candidate 26 Na5Mn2(PO4)2(CO3)2 evidence. The selected source concerns Na3MPO4CO3 carbonophosphates with M including Mn and reports cathode properties in Na-ion batteries. This is useful same-framework sodium manganese carbonophosphate evidence only, not exact-formula evidence and not validation of the Materials Project triage rank",Md Efatuzzaman Efat,7/10/2026,TRUE,2,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0211,Na_candidate_26,26,Na1-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_sodium_ion,3,A_try_first,Google Scholar,Na5Mn2(CO3)2(PO4)2 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na5Mn2%28CO3%292%28PO4%292+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na5mn2(co3)2(po4)2 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium-ion cathode literature for this candidate/query. Therefore this row is treated as no relevant literature found and is not used as validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0212,Na_candidate_26,26,Na1-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_exact_formula_electrode,4,A_try_first,Google Scholar,Na5Mn2(CO3)2(PO4)2 electrode cathode,https://scholar.google.com/scholar?q=Na5Mn2%28CO3%292%28PO4%292+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na5mn2(co3)2(po4)2 electrode cathode,TRUE,same_framework_analogue,same_framework,2,"Synthesis of Novel Carbonophosphate Na3MPO4CO3 (M= Fe, Mn, Ni, and Co) and the Cathode Properties in Na-ion Battery",2020,,https://catalog.lib.kyushu-u.ac.jp/,Kyushu University Repository,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,experimental,"Search did not return exact Candidate 26 Na5Mn2(CO3)2(PO4)2 evidence. The selected source concerns Na3MPO4CO3 carbonophosphates with M including Mn and reports cathode properties in Na-ion batteries. This is useful same-framework sodium manganese carbonophosphate evidence only, not exact-formula evidence and not validation of the Materials Project triage rank",Md Efatuzzaman Efat,7/10/2026,TRUE,2,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0213,Na_candidate_26,26,Na1-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,quoted_literature_formula,5,B_try_second,Google Scholar,"""Na5Mn2(PO4)2(CO3)2"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na5Mn2%28PO4%292%28CO3%292%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na5mn2(po4)2(co3)2"" sodium ion battery cathode",TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium-ion cathode literature for this candidate/query. Therefore this row is treated as no relevant literature found and is not used as validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0214,Na_candidate_26,26,Na1-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,quoted_literature_formula,6,B_try_second,Google Scholar,"""Na5Mn2(CO3)2(PO4)2"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na5Mn2%28CO3%292%28PO4%292%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na5mn2(co3)2(po4)2"" sodium ion battery cathode",TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium-ion cathode literature for this candidate/query. Therefore this row is treated as no relevant literature found and is not used as validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0215,Na_candidate_26,26,Na1-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,variable_sodium_literature_formula,7,B_try_second,Google Scholar,NaxMn2(PO4)2(CO3)2 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMn2%28PO4%292%28CO3%292+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxmn2(po4)2(co3)2 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium-ion cathode literature for this candidate/query. Therefore this row is treated as no relevant literature found and is not used as validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0216,Na_candidate_26,26,Na1-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,variable_sodium_literature_formula,8,B_try_second,Google Scholar,NaxMn2(CO3)2(PO4)2 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMn2%28CO3%292%28PO4%292+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxmn2(co3)2(po4)2 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium-ion cathode literature for this candidate/query. Therefore this row is treated as no relevant literature found and is not used as validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0217,Na_candidate_26,26,Na1-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_framework_formula,9,B_try_second,Google Scholar,MnPO4CO3 sodium ion battery cathode,https://scholar.google.com/scholar?q=MnPO4CO3+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",TRUE,search_if_needed,mnpo4co3 sodium ion battery cathode,TRUE,general_background_only,background_only,1,Research Progress on Polyanion-Type Cathode Materials for Rechargeable Ion Batteries,2021,10.19799/j.cnki.2095-4239.2021.0133.,https://esst.cip.com.cn/article/2021/2095-4239/2095-4239-2021-10-3-872.shtml,Energy Storage Science and Technology,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,review,"Broad MnPO4CO3 search returned a general review on polyanionic secondary-ion battery cathode materials. It discusses polyanionic cathode families for Li/Na-ion batteries, but it does not provide exact or near-exact evidence for Candidate 26 Na5Mn2(PO4)2(CO3)2. This is only broad background and not validation of the Materials Project triage rank",Md Efatuzzaman Efat,7/10/2026,TRUE,2,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0218,Na_candidate_26,26,Na1-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,polyanion_phosphate_like,C-Mn-O-P,_framework_formula,10,B_try_second,Google Scholar,Mn(CO3)(PO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Mn%28CO3%29%28PO4%29+sodium+ion+battery+cathode,"Framework-level search-friendly formula. This is analogue evidence, not exact formula validation.",TRUE,search_if_needed,mn(co3)(po4) sodium ion battery cathode,FALSE,not_checked,not_checked,,,,,,,,,,,,,not_checked,,,,,,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0219,Na_candidate_27,27,Na0-2MnCSO7,Na2MnCSO7,MnCSO7,sulfate_or_sulfur_oxoanion_like,C-Mn-O-S,_exact_formula_sodium_ion,1,A_try_first,Google Scholar,Na2MnCO3SO4 sodium ion battery cathode,https://scholar.google.com/scholar?q=Na2MnCO3SO4+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na2mnco3so4 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium-ion cathode literature for this candidate/query. Therefore this row is treated as no relevant literature found and is not used as validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0220,Na_candidate_27,27,Na0-2MnCSO7,Na2MnCSO7,MnCSO7,sulfate_or_sulfur_oxoanion_like,C-Mn-O-S,_exact_formula_electrode,2,A_try_first,Google Scholar,Na2MnCO3SO4 electrode cathode,https://scholar.google.com/scholar?q=Na2MnCO3SO4+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na2mnco3so4 electrode cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium-ion cathode literature for this candidate/query. Therefore this row is treated as no relevant literature found and is not used as validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0221,Na_candidate_27,27,Na0-2MnCSO7,Na2MnCSO7,MnCSO7,sulfate_or_sulfur_oxoanion_like,C-Mn-O-S,_exact_formula_sodium_ion,3,A_try_first,Google Scholar,Na2Mn(CO3)(SO4) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na2Mn%28CO3%29%28SO4%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na2mn(co3)(so4) sodium ion battery cathode,TRUE,same_family_same_transition_metal,same_family_same_transition_metal,1,"Preparation, structure and properties of Na2Mn3(SO4)4: a new potential candidate with high voltage for Na-ion batteries",2016,10.1039/c6ta02629j,https://doi.org/10.1039/c6ta02629j,Journal of Materials Chemistry A / Royal Society of Chemistry,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,experimental,"Search did not return exact Candidate 27 Na2Mn(CO3)(SO4) evidence. The selected source concerns Na2Mn3(SO4)4, a sodium manganese sulfate cathode candidate for Na-ion batteries. This is useful sulfate-family manganese cathode background only. It does not contain the carbonate group CO3, so it is not exact or near-exact evidence for Candidate 27 and is not validation of the Materials Project triage rank",Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0222,Na_candidate_27,27,Na0-2MnCSO7,Na2MnCSO7,MnCSO7,sulfate_or_sulfur_oxoanion_like,C-Mn-O-S,_exact_formula_electrode,4,A_try_first,Google Scholar,Na2Mn(CO3)(SO4) electrode cathode,https://scholar.google.com/scholar?q=Na2Mn%28CO3%29%28SO4%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na2mn(co3)(so4) electrode cathode,TRUE,same_family_same_transition_metal,same_family_same_transition_metal,1,"Preparation, structure and properties of Na2Mn3(SO4)4: a new potential candidate with high voltage for Na-ion batteries",2016,10.1039/c6ta02629j,https://doi.org/10.1039/c6ta02629j,Journal of Materials Chemistry A / Royal Society of Chemistry,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,experimental,"Search did not return exact Candidate 27 Na2Mn(CO3)(SO4) evidence. The selected source concerns Na2Mn3(SO4)4, a sodium manganese sulfate cathode candidate for Na-ion batteries. This is useful sulfate-family manganese cathode background only. It does not contain the carbonate group CO3, so it is not exact or near-exact evidence for Candidate 27 and is not validation of the Materials Project triage rank",Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0223,Na_candidate_27,27,Na0-2MnCSO7,Na2MnCSO7,MnCSO7,sulfate_or_sulfur_oxoanion_like,C-Mn-O-S,_exact_formula_sodium_ion,5,A_try_first,Google Scholar,Na2Mn(SO4)(CO3) sodium ion battery cathode,https://scholar.google.com/scholar?q=Na2Mn%28SO4%29%28CO3%29+sodium+ion+battery+cathode,Search-friendly discharged formula. Uses grouped/expanded anion notation when needed; no strict quotes to tolerate formatting differences.,TRUE,search_this_first,na2mn(so4)(co3) sodium ion battery cathode,TRUE,same_family_same_transition_metal,same_family_same_transition_metal,1,"Preparation, structure and properties of Na2Mn3(SO4)4: a new potential candidate with high voltage for Na-ion batteries",2016,10.1039/c6ta02629j,https://doi.org/10.1039/c6ta02629j,Journal of Materials Chemistry A / Royal Society of Chemistry,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,experimental,"Search did not return exact Candidate 27 Na2Mn(CO3)(SO4) evidence. The selected source concerns Na2Mn3(SO4)4, a sodium manganese sulfate cathode candidate for Na-ion batteries. This is useful sulfate-family manganese cathode background only. It does not contain the carbonate group CO3, so it is not exact or near-exact evidence for Candidate 27 and is not validation of the Materials Project triage rank",Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0224,Na_candidate_27,27,Na0-2MnCSO7,Na2MnCSO7,MnCSO7,sulfate_or_sulfur_oxoanion_like,C-Mn-O-S,_exact_formula_electrode,6,A_try_first,Google Scholar,Na2Mn(SO4)(CO3) electrode cathode,https://scholar.google.com/scholar?q=Na2Mn%28SO4%29%28CO3%29+electrode+cathode,Search-friendly discharged formula with electrode/cathode words.,TRUE,search_this_first,na2mn(so4)(co3) electrode cathode,TRUE,same_family_same_transition_metal,same_family_same_transition_metal,1,"Preparation, structure and properties of Na2Mn3(SO4)4: a new potential candidate with high voltage for Na-ion batteries",2016,10.1039/c6ta02629j,https://doi.org/10.1039/c6ta02629j,Journal of Materials Chemistry A / Royal Society of Chemistry,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,experimental,"Search did not return exact Candidate 27 Na2Mn(CO3)(SO4) evidence. The selected source concerns Na2Mn3(SO4)4, a sodium manganese sulfate cathode candidate for Na-ion batteries. This is useful sulfate-family manganese cathode background only. It does not contain the carbonate group CO3, so it is not exact or near-exact evidence for Candidate 27 and is not validation of the Materials Project triage rank",Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0225,Na_candidate_27,27,Na0-2MnCSO7,Na2MnCSO7,MnCSO7,sulfate_or_sulfur_oxoanion_like,C-Mn-O-S,quoted_literature_formula,7,B_try_second,Google Scholar,"""Na2MnCO3SO4"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na2MnCO3SO4%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na2mnco3so4"" sodium ion battery cathode",TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium-ion cathode literature for this candidate/query. Therefore this row is treated as no relevant literature found and is not used as validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0226,Na_candidate_27,27,Na0-2MnCSO7,Na2MnCSO7,MnCSO7,sulfate_or_sulfur_oxoanion_like,C-Mn-O-S,quoted_literature_formula,8,B_try_second,Google Scholar,"""Na2Mn(CO3)(SO4)"" sodium ion battery cathode",https://scholar.google.com/scholar?q=%22Na2Mn%28CO3%29%28SO4%29%22+sodium+ion+battery+cathode,Quoted formula query. Use after the unquoted query; quotes can miss papers using subscripts/spaces.,TRUE,search_if_needed,"""na2mn(co3)(so4)"" sodium ion battery cathode",TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium-ion cathode literature for this candidate/query. Therefore this row is treated as no relevant literature found and is not used as validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
Q0227,Na_candidate_27,27,Na0-2MnCSO7,Na2MnCSO7,MnCSO7,sulfate_or_sulfur_oxoanion_like,C-Mn-O-S,variable_sodium_literature_formula,9,B_try_second,Google Scholar,NaxMnCO3SO4 sodium ion battery cathode,https://scholar.google.com/scholar?q=NaxMnCO3SO4+sodium+ion+battery+cathode,Variable-sodium literature formula. Useful when papers report Nax phases instead of a fully sodiated formula.,TRUE,search_if_needed,naxmnco3so4 sodium ion battery cathode,TRUE,no_relevant_literature_found,none,0,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,none,Search did not return exact or near-exact sodium-ion cathode literature for this candidate/query. Therefore this row is treated as no relevant literature found and is not used as validation of the Materials Project triage rank.,Md Efatuzzaman Efat,7/10/2026,TRUE,1,TRUE,"Prefer primary experimental sodium-ion cathode papers. If none, accept exact/near-exact computed papers. Use reviews only as background. Never claim this validates the MP record.",Only mark no_relevant_literature_found for this exact query after checking it. Do not conclude the whole candidate has no literature unless several A/B/C queries fail.
